timestamp,user_id,action,device,location,time_of_day,behavior_context,access_granted,risk_score,auth_method,policy_type,role,session_validity,decision_latency_ms,blockchain_delay_ms,pet_ms,ai_override
2025-08-11T20:09:32.648361,evuser018,charge_request,tablet,manchester,evening,normal,True,0.1,multi_policy,RBAC,Admin,valid,10.49,9.98,0.00,False
2025-08-11T20:09:32.668838,evuser015,view_usage,tablet,london,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.20,6.81,0.00,False
2025-08-11T20:09:32.685845,evuser008,view_usage,mobile,manchester,evening,normal,True,0.1,multi_policy,DAC,Admin,valid,10.12,6.79,0.00,False
2025-08-11T20:09:32.702758,evuser_attacker_attacker_1871,charge_request,spoofed_device,unknown,evening,anomalous,False,0.8,multi_policy,ABAC,Fleet,escalation,10.16,6.07,0.00,False
2025-08-11T20:09:32.718992,evuser018,view_usage,tablet,london,evening,normal,True,0.1,multi_policy,RBAC,Fleet,valid,10.61,9.05,0.00,False
2025-08-11T20:09:32.738652,evuser_attacker_attacker_3727,alter_billing,spoofed_device,foreign,off_hours,anomalous,False,1.0,multi_policy,ABAC,User,geo,10.36,8.52,0.00,False
2025-08-11T20:09:32.757527,evuser007,access_battery,dashboard,london,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.23,9.74,0.00,False
2025-08-11T20:09:32.777494,evuser002,charge_request,dashboard,london,morning,normal,True,0.1,multi_policy,ABAC,User,valid,10.24,9.64,0.00,False
2025-08-11T20:09:32.797381,evuser_attacker_attacker_2723,override_control,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,MAC,User,odd_hour,10.75,8.76,0.00,False
2025-08-11T20:09:32.816887,evuser_attacker_attacker_641,override_control,spoofed_device,unknown,morning,anomalous,False,0.8,multi_policy,RBAC,User,odd_hour,10.33,6.76,0.00,False
2025-08-11T20:09:32.833976,evuser010,view_usage,mobile,birmingham,night,normal,True,0.30000000000000004,multi_policy,RBAC,Fleet,valid,10.21,6.16,0.00,False
2025-08-11T20:09:32.850351,evuser017,charge_request,dashboard,manchester,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.35,5.90,0.00,False
2025-08-11T20:09:32.866599,evuser_attacker_attacker_3583,override_control,unknown_device,unknown,off_hours,anomalous,False,1.0,multi_policy,DAC,User,spoof,10.53,8.62,0.00,False
2025-08-11T20:09:32.885751,evuser010,view_usage,tablet,birmingham,off_hours,normal,True,0.30000000000000004,multi_policy,DAC,User,valid,10.40,7.20,0.00,False
2025-08-11T20:09:32.903357,evuser001,access_battery,mobile,birmingham,night,normal,True,0.30000000000000004,multi_policy,DAC,Admin,valid,10.15,8.59,0.00,False
2025-08-11T20:09:32.922098,evuser005,view_usage,mobile,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.55,7.24,0.00,False
2025-08-11T20:09:32.939893,evuser_attacker_attacker_3944,alter_billing,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,RBAC,User,odd_hour,10.42,5.58,0.00,False
2025-08-11T20:09:32.955898,evuser_attacker_attacker_2566,alter_billing,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,RBAC,User,escalation,10.54,5.29,0.00,False
2025-08-11T20:09:32.971722,evuser005,charge_request,tablet,london,night,normal,True,0.30000000000000004,multi_policy,RBAC,User,valid,10.06,9.80,0.00,False
2025-08-11T20:09:32.991582,evuser007,access_battery,mobile,manchester,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.32,10.10,0.00,False
2025-08-11T20:09:33.012004,evuser002,access_battery,mobile,london,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.22,6.04,0.00,False
2025-08-11T20:09:33.028271,evuser004,view_usage,tablet,london,morning,normal,True,0.1,multi_policy,DAC,User,valid,10.15,8.86,0.00,False
2025-08-11T20:09:33.047278,evuser009,access_battery,dashboard,birmingham,afternoon,normal,True,0.1,multi_policy,ABAC,User,valid,10.58,5.49,0.00,False
2025-08-11T20:09:33.063339,evuser_attacker_attacker_1064,charge_request,unknown_device,unknown,afternoon,anomalous,False,0.8,multi_policy,ABAC,User,escalation,10.34,8.51,0.00,False
2025-08-11T20:09:33.082194,evuser020,view_usage,dashboard,manchester,night,normal,True,0.30000000000000004,multi_policy,RBAC,User,valid,10.36,8.64,0.00,False
2025-08-11T20:09:33.101188,evuser_attacker_attacker_1750,charge_request,spoofed_device,unknown,evening,anomalous,False,0.8,multi_policy,DAC,User,geo,10.24,7.36,0.00,False
2025-08-11T20:09:33.118796,evuser011,access_battery,dashboard,birmingham,evening,normal,True,0.1,multi_policy,ABAC,User,valid,10.30,9.67,0.00,False
2025-08-11T20:09:33.138765,evuser_attacker_attacker_1741,override_control,spoofed_device,unknown,evening,anomalous,False,0.8,multi_policy,MAC,User,escalation,10.45,6.72,0.00,False
2025-08-11T20:09:33.155935,evuser019,charge_request,tablet,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.24,7.23,0.00,False
2025-08-11T20:09:33.173413,evuser020,charge_request,mobile,london,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.21,5.79,0.00,False
2025-08-11T20:09:33.189421,evuser_attacker_attacker_1867,charge_request,spoofed_device,foreign,evening,anomalous,False,0.8,multi_policy,RBAC,User,replay,10.40,8.17,0.00,False
2025-08-11T20:09:33.207996,evuser_attacker_attacker_2516,charge_request,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,MAC,User,odd_hour,10.12,6.22,0.00,False
2025-08-11T20:09:33.224333,evuser009,charge_request,mobile,manchester,night,normal,True,0.30000000000000004,multi_policy,RBAC,Admin,valid,10.39,6.28,0.00,False
2025-08-11T20:09:33.241006,evuser003,view_usage,mobile,london,afternoon,normal,True,0.1,multi_policy,ABAC,User,valid,10.46,9.05,0.00,False
2025-08-11T20:09:33.260524,evuser011,access_battery,tablet,manchester,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.11,9.29,0.00,False
2025-08-11T20:09:33.279927,evuser017,view_usage,mobile,birmingham,evening,normal,True,0.1,multi_policy,ABAC,User,valid,10.60,8.30,0.00,False
2025-08-11T20:09:33.298823,evuser_attacker_attacker_3207,override_control,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,MAC,User,geo,10.25,7.36,0.00,False
2025-08-11T20:09:33.316428,evuser_attacker_attacker_2284,override_control,unknown_device,unknown,evening,anomalous,False,0.8,multi_policy,DAC,User,spoof,10.35,9.48,0.00,False
2025-08-11T20:09:33.336261,evuser002,access_battery,tablet,birmingham,evening,normal,True,0.1,multi_policy,RBAC,Admin,valid,10.69,5.72,0.00,False
2025-08-11T20:09:33.352679,evuser003,view_usage,dashboard,london,morning,normal,True,0.1,multi_policy,ABAC,User,valid,10.36,6.62,0.00,False
2025-08-11T20:09:33.369657,evuser012,view_usage,tablet,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.21,9.88,0.00,False
2025-08-11T20:09:33.389745,evuser019,view_usage,mobile,london,evening,normal,True,0.1,multi_policy,RBAC,Fleet,valid,10.29,9.12,0.00,False
2025-08-11T20:09:33.409164,evuser013,view_usage,dashboard,london,evening,normal,True,0.1,multi_policy,ABAC,Admin,valid,10.96,9.55,0.00,False
2025-08-11T20:09:33.429675,evuser011,access_battery,tablet,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.47,8.68,0.00,False
2025-08-11T20:09:33.448822,evuser012,view_usage,tablet,london,morning,normal,True,0.1,multi_policy,RBAC,Admin,valid,10.37,8.75,0.00,False
2025-08-11T20:09:33.467949,evuser_attacker_attacker_1921,alter_billing,unknown_device,unknown,evening,anomalous,False,0.8,multi_policy,RBAC,User,geo,10.36,6.29,0.00,False
2025-08-11T20:09:33.484596,evuser_attacker_attacker_421,charge_request,spoofed_device,foreign,morning,anomalous,False,0.8,multi_policy,DAC,Fleet,escalation,10.21,7.77,0.00,False
2025-08-11T20:09:33.502576,evuser_attacker_attacker_2832,charge_request,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,DAC,User,spoof,10.61,6.41,0.00,False
2025-08-11T20:09:33.519590,evuser_attacker_attacker_3157,override_control,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,ABAC,User,odd_hour,10.24,6.35,0.00,False
2025-08-11T20:09:33.536188,evuser007,access_battery,tablet,london,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.35,6.87,0.00,False
2025-08-11T20:09:33.553412,evuser010,view_usage,dashboard,manchester,night,normal,True,0.30000000000000004,multi_policy,MAC,User,valid,10.27,9.04,0.00,False
2025-08-11T20:09:33.572715,evuser015,view_usage,tablet,london,afternoon,normal,True,0.1,multi_policy,ABAC,User,valid,10.39,6.97,0.00,False
2025-08-11T20:09:33.590072,evuser015,view_usage,dashboard,london,night,normal,True,0.30000000000000004,multi_policy,MAC,User,valid,10.55,8.49,0.00,False
2025-08-11T20:09:33.609110,evuser_attacker_attacker_3930,charge_request,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,RBAC,User,spoof,10.40,5.64,0.00,False
2025-08-11T20:09:33.625158,evuser_attacker_attacker_2337,override_control,unknown_device,foreign,evening,anomalous,False,0.8,multi_policy,ABAC,User,replay,10.19,6.82,0.00,False
2025-08-11T20:09:33.642167,evuser020,access_battery,tablet,birmingham,morning,normal,True,0.1,multi_policy,ABAC,Admin,valid,10.43,10.19,0.00,False
2025-08-11T20:09:33.662784,evuser_attacker_attacker_869,override_control,unknown_device,foreign,afternoon,anomalous,False,0.8,multi_policy,DAC,User,geo,10.64,9.59,0.00,False
2025-08-11T20:09:33.683013,evuser_attacker_attacker_116,override_control,spoofed_device,unknown,morning,anomalous,False,0.8,multi_policy,MAC,User,odd_hour,10.11,8.25,0.00,False
2025-08-11T20:09:33.701369,evuser_attacker_attacker_580,alter_billing,spoofed_device,unknown,morning,anomalous,False,0.8,multi_policy,ABAC,User,replay,10.27,8.46,0.00,False
2025-08-11T20:09:33.720100,evuser_attacker_attacker_3778,override_control,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,ABAC,User,replay,10.33,7.12,0.00,False
2025-08-11T20:09:33.737554,evuser015,charge_request,mobile,manchester,afternoon,normal,True,0.1,multi_policy,RBAC,Admin,valid,10.16,10.49,0.00,False
2025-08-11T20:09:33.758203,evuser_attacker_attacker_247,charge_request,spoofed_device,foreign,morning,anomalous,False,0.8,multi_policy,DAC,User,geo,10.62,9.00,0.00,False
2025-08-11T20:09:33.777821,evuser016,access_battery,dashboard,birmingham,night,normal,True,0.30000000000000004,multi_policy,DAC,Admin,valid,10.39,6.62,0.00,False
2025-08-11T20:09:33.794828,evuser019,access_battery,dashboard,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.54,6.46,0.00,False
2025-08-11T20:09:33.811827,evuser_attacker_attacker_1015,alter_billing,unknown_device,unknown,afternoon,anomalous,False,0.8,multi_policy,DAC,User,escalation,10.45,8.57,0.00,False
2025-08-11T20:09:33.830850,evuser_attacker_attacker_1768,charge_request,unknown_device,foreign,evening,anomalous,False,0.8,multi_policy,RBAC,User,geo,10.26,8.73,0.00,False
2025-08-11T20:09:33.849843,evuser012,charge_request,mobile,manchester,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.11,6.51,0.00,False
2025-08-11T20:09:33.866472,evuser019,view_usage,dashboard,manchester,morning,normal,True,0.1,multi_policy,MAC,Admin,valid,10.63,8.68,0.00,False
2025-08-11T20:09:33.885788,evuser002,access_battery,dashboard,london,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.28,9.63,0.00,False
2025-08-11T20:09:33.905697,evuser_attacker_attacker_3733,alter_billing,unknown_device,unknown,off_hours,anomalous,False,1.0,multi_policy,MAC,User,spoof,11.18,10.26,0.00,False
2025-08-11T20:09:33.927132,evuser011,charge_request,tablet,london,morning,normal,True,0.1,multi_policy,ABAC,User,spoof,10.23,9.86,0.00,False
2025-08-11T20:09:33.947222,evuser013,charge_request,mobile,london,afternoon,normal,True,0.1,multi_policy,ABAC,User,valid,10.42,9.56,0.00,False
2025-08-11T20:09:33.967207,evuser012,charge_request,tablet,london,afternoon,normal,True,0.1,multi_policy,MAC,User,valid,10.23,7.25,0.00,False
2025-08-11T20:09:33.984692,evuser006,view_usage,tablet,birmingham,night,normal,True,0.30000000000000004,multi_policy,RBAC,User,valid,10.40,6.61,0.00,False
2025-08-11T20:09:34.001712,evuser008,view_usage,tablet,birmingham,evening,normal,True,0.1,multi_policy,DAC,User,replay,10.58,6.41,0.00,False
2025-08-11T20:09:34.018696,evuser_attacker_attacker_858,alter_billing,spoofed_device,foreign,afternoon,anomalous,False,0.8,multi_policy,DAC,User,spoof,10.51,8.64,0.00,False
2025-08-11T20:09:34.037847,evuser014,view_usage,mobile,birmingham,afternoon,normal,True,0.1,multi_policy,MAC,User,valid,10.43,9.58,0.00,False
2025-08-11T20:09:34.057861,evuser001,access_battery,tablet,manchester,morning,normal,True,0.1,multi_policy,DAC,User,valid,10.34,6.84,0.00,False
2025-08-11T20:09:34.075037,evuser014,access_battery,dashboard,manchester,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.32,9.10,0.00,False
2025-08-11T20:09:34.094459,evuser001,charge_request,mobile,birmingham,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.32,8.81,0.00,False
2025-08-11T20:09:34.113593,evuser004,charge_request,dashboard,birmingham,evening,normal,True,0.1,multi_policy,RBAC,User,valid,10.14,7.86,0.00,False
2025-08-11T20:09:34.131592,evuser019,view_usage,dashboard,london,afternoon,normal,True,0.1,multi_policy,MAC,User,valid,10.62,10.09,0.00,False
2025-08-11T20:09:34.152303,evuser_attacker_attacker_403,alter_billing,spoofed_device,unknown,morning,anomalous,False,0.8,multi_policy,RBAC,User,odd_hour,10.37,7.98,0.00,False
2025-08-11T20:09:34.170660,evuser005,view_usage,tablet,birmingham,morning,normal,True,0.1,multi_policy,RBAC,User,valid,10.37,7.84,0.00,False
2025-08-11T20:09:34.188877,evuser_attacker_attacker_2927,charge_request,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,RBAC,User,spoof,10.46,6.59,0.00,False
2025-08-11T20:09:34.205926,evuser007,charge_request,dashboard,london,morning,normal,True,0.1,multi_policy,RBAC,Fleet,valid,10.45,10.09,0.00,False
2025-08-11T20:09:34.226469,evuser001,view_usage,dashboard,birmingham,off_hours,normal,True,0.30000000000000004,multi_policy,RBAC,User,valid,10.37,8.55,0.00,False
2025-08-11T20:09:34.245387,evuser003,charge_request,mobile,birmingham,evening,normal,True,0.1,multi_policy,RBAC,User,valid,10.39,9.19,0.00,False
2025-08-11T20:09:34.264963,evuser010,charge_request,tablet,manchester,evening,normal,True,0.1,multi_policy,MAC,User,valid,10.16,6.95,0.00,False
2025-08-11T20:09:34.282080,evuser_attacker_attacker_3775,charge_request,spoofed_device,foreign,off_hours,anomalous,False,1.0,multi_policy,ABAC,User,odd_hour,10.27,8.05,0.00,False
2025-08-11T20:09:34.300392,evuser016,access_battery,dashboard,london,afternoon,normal,True,0.1,multi_policy,MAC,User,valid,10.58,7.75,0.00,False
2025-08-11T20:09:34.318727,evuser007,view_usage,dashboard,birmingham,night,normal,True,0.30000000000000004,multi_policy,MAC,User,valid,10.36,10.11,0.00,False
2025-08-11T20:09:34.339196,evuser006,access_battery,mobile,london,afternoon,normal,True,0.1,multi_policy,ABAC,Admin,valid,10.52,8.70,0.00,False
2025-08-11T20:09:34.358416,evuser001,view_usage,dashboard,birmingham,off_hours,normal,True,0.30000000000000004,multi_policy,RBAC,Admin,valid,10.57,7.70,0.00,False
2025-08-11T20:09:34.376686,evuser002,access_battery,dashboard,birmingham,evening,normal,True,0.1,multi_policy,RBAC,User,valid,10.37,9.20,0.00,False
2025-08-11T20:09:34.396256,evuser_attacker_attacker_1532,override_control,unknown_device,foreign,afternoon,anomalous,False,0.8,multi_policy,DAC,User,spoof,10.62,9.82,0.00,False
2025-08-11T20:09:34.416687,evuser019,charge_request,mobile,london,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.64,8.13,0.00,False
2025-08-11T20:09:34.435455,evuser004,view_usage,tablet,london,evening,normal,True,0.1,multi_policy,RBAC,User,valid,10.36,9.75,0.00,False
2025-08-11T20:09:34.455564,evuser_attacker_attacker_1170,charge_request,spoofed_device,foreign,afternoon,anomalous,False,0.8,multi_policy,RBAC,User,odd_hour,10.62,8.91,0.00,False
2025-08-11T20:09:34.475099,evuser014,view_usage,tablet,manchester,evening,normal,True,0.1,multi_policy,RBAC,User,valid,11.36,6.85,0.00,False
2025-08-11T20:09:34.493305,evuser_attacker_attacker_3194,charge_request,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,ABAC,User,geo,10.39,6.10,0.00,False
2025-08-11T20:09:34.509791,evuser_attacker_attacker_1637,override_control,spoofed_device,foreign,evening,anomalous,False,0.8,multi_policy,DAC,User,replay,10.20,5.69,0.00,False
2025-08-11T20:09:34.525678,evuser008,access_battery,dashboard,manchester,afternoon,normal,True,0.1,multi_policy,MAC,User,valid,10.10,6.37,0.00,False
2025-08-11T20:09:34.542156,evuser006,access_battery,mobile,birmingham,evening,normal,True,0.1,multi_policy,RBAC,User,valid,10.23,7.50,0.00,False
2025-08-11T20:09:34.559885,evuser018,charge_request,dashboard,manchester,afternoon,normal,True,0.1,multi_policy,RBAC,User,valid,10.50,7.18,0.00,False
2025-08-11T20:09:34.577561,evuser009,view_usage,tablet,birmingham,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.53,9.75,0.00,False
2025-08-11T20:09:34.597838,evuser004,view_usage,tablet,london,morning,normal,True,0.1,multi_policy,ABAC,User,valid,10.68,9.64,0.00,False
2025-08-11T20:09:34.618167,evuser_attacker_attacker_361,charge_request,unknown_device,unknown,morning,anomalous,False,0.8,multi_policy,ABAC,User,replay,10.34,6.35,0.00,False
2025-08-11T20:09:34.634858,evuser012,view_usage,dashboard,birmingham,morning,normal,True,0.1,multi_policy,MAC,User,valid,10.22,9.34,0.00,False
2025-08-11T20:09:34.654417,evuser016,charge_request,dashboard,manchester,afternoon,normal,True,0.1,multi_policy,ABAC,User,valid,10.50,10.23,0.00,False
2025-08-11T20:09:34.675149,evuser_attacker_attacker_3748,charge_request,unknown_device,unknown,off_hours,anomalous,False,1.0,multi_policy,MAC,User,spoof,10.34,5.91,0.00,False
2025-08-11T20:09:34.691391,evuser_attacker_attacker_3831,alter_billing,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,RBAC,User,geo,10.30,5.63,0.00,False
2025-08-11T20:09:34.707320,evuser002,charge_request,tablet,birmingham,night,normal,True,0.30000000000000004,multi_policy,MAC,User,valid,10.22,9.31,0.00,False
2025-08-11T20:09:34.726846,evuser007,access_battery,dashboard,manchester,morning,normal,True,0.1,multi_policy,RBAC,Admin,valid,10.34,6.55,0.00,False
2025-08-11T20:09:34.743733,evuser_attacker_attacker_1792,alter_billing,spoofed_device,foreign,evening,anomalous,False,0.8,multi_policy,DAC,User,replay,10.22,9.76,0.00,False
2025-08-11T20:09:34.763712,evuser015,view_usage,tablet,birmingham,afternoon,normal,True,0.1,multi_policy,MAC,Admin,valid,10.54,9.26,0.00,False
