timestamp,ev_user_id,device_id,role,location,geo_coordinates,charger_id,session_duration,power_usage,behavior_context,risk_score,access_granted
2025-07-10T16:28:31.436875,attacker_5923,spoofed_device,admin,foreign,"52.14864,-1.93957",CHG-059,2.16,4.43,anomalous,0.9,False
2025-06-30T03:15:31.493661,attacker_8506,spoofed_device,user,foreign,"51.37167,-0.77278",CHG-002,1.82,6.34,anomalous,0.9,False
2025-07-08T08:25:31.452386,attacker_6614,unknown_device,user,foreign,"52.16628,-0.43568",CHG-043,10.54,2.9,anomalous,0.9,False
2025-06-07T10:02:31.230118,evuser_071,7b:f8:80:9c:3d:d3,user,london,"53.37727,-1.24613",CHG-055,78.06,21.17,normal,0.0,True
2025-06-08T08:33:31.403916,attacker_3711,spoofed_device,fleet,foreign,"53.38043,-1.29208",CHG-083,6.59,7.06,anomalous,0.9,False
2025-07-29T15:15:31.403916,attacker_3696,spoofed_device,user,foreign,"51.77331,-1.49910",CHG-073,7.28,1.92,anomalous,0.9,False
2025-07-20T16:36:30.826632,evuser_024,cf:b1:d8:c4:68:b8,admin,manchester,"51.37376,-0.55864",CHG-037,21.14,45.22,normal,0.0,True
2025-05-30T12:56:31.429677,attacker_5547,spoofed_device,admin,foreign,"52.35319,-1.17710",CHG-071,2.31,9.39,anomalous,0.9,False
2025-07-16T07:47:30.773061,evuser_002,e9:1d:5f:be:30:1f,user,manchester,"52.94273,-2.19272",CHG-002,81.25,28.42,normal,0.0,True
2025-07-03T06:09:30.801641,evuser_013,0e:5a:c2:5c:04:8e,user,london,"53.10025,-1.00973",CHG-042,83.22,46.14,normal,0.0,True
2025-06-29T18:03:31.178016,evuser_074,eb:96:0e:bf:1f:91,user,birmingham,"53.49558,-1.09734",CHG-077,39.67,28.58,normal,0.2,True
2025-06-23T04:06:31.373837,attacker_1267,spoofed_device,fleet,foreign,"52.65728,-1.38652",CHG-017,18.32,3.65,anomalous,0.9,False
2025-07-05T07:35:31.395836,attacker_3179,spoofed_device,user,foreign,"51.33503,-0.28444",CHG-088,7.66,3.26,anomalous,0.9,False
2025-06-09T14:08:30.911448,evuser_010,f1:d3:b3:0a:c9:5e,user,birmingham,"52.30243,-1.72695",CHG-018,27.38,25.04,normal,0.2,True
2025-07-10T23:38:31.441875,attacker_6137,unknown_device,fleet,foreign,"52.59829,-1.84250",CHG-084,5.5,5.37,anomalous,0.9,False
2025-06-08T05:48:31.498147,attacker_8768,spoofed_device,admin,foreign,"52.95635,0.10499",CHG-095,17.71,3.32,anomalous,0.9,False
2025-06-14T21:25:30.878955,evuser_005,82:f4:40:81:12:5d,user,london,"52.20562,-0.01129",CHG-065,100.82,40.76,normal,0.0,True
2025-06-25T09:00:30.853589,evuser_078,d3:99:fe:28:23:32,user,london,"51.82503,-1.61813",CHG-057,34.45,48.69,normal,0.2,True
2025-06-07T12:34:31.366986,attacker_639,unknown_device,fleet,foreign,"52.42070,-1.40103",CHG-004,7.58,0.82,anomalous,0.9,False
2025-06-05T06:21:31.373837,attacker_1269,unknown_device,admin,foreign,"52.03562,-1.97500",CHG-079,7.87,4.85,anomalous,0.9,False
2025-06-07T11:57:30.992562,evuser_094,79:2c:b8:0e:88:d5,admin,manchester,"52.94331,-0.42068",CHG-080,95.78,27.11,normal,0.0,True
2025-07-02T07:56:31.270172,evuser_046,05:a3:e3:41:54:fc,user,manchester,"53.27236,-0.44588",CHG-049,95.79,47.18,normal,0.2,True
2025-06-08T13:49:31.506236,attacker_9278,spoofed_device,admin,foreign,"52.24370,-0.19922",CHG-063,18.71,8.09,anomalous,0.9,False
2025-07-16T18:55:31.367538,attacker_678,spoofed_device,user,foreign,"52.49352,-2.28510",CHG-015,5.69,9.59,anomalous,0.9,False
2025-07-08T12:11:31.185540,evuser_053,f4:bf:9c:14:61:70,fleet,manchester,"53.49881,-1.61736",CHG-022,23.65,23.04,normal,0.0,True
2025-06-25T14:44:31.319872,evuser_049,9a:92:e8:ce:1e:92,admin,birmingham,"52.49579,-1.71881",CHG-000,119.73,40.09,normal,0.2,True
2025-06-25T03:49:31.508909,attacker_9368,spoofed_device,fleet,foreign,"53.34527,-1.44119",CHG-070,7.77,1.8,anomalous,0.9,False
2025-07-11T21:53:30.929960,evuser_088,a1:23:b9:07:8c:c4,user,birmingham,"52.09863,-1.91746",CHG-003,49.89,38.76,normal,0.2,True
2025-07-18T06:36:31.516375,attacker_9726,unknown_device,fleet,foreign,"52.82679,-0.99420",CHG-081,14.4,8.75,anomalous,0.9,False
2025-07-08T13:42:31.210578,evuser_060,9d:fb:20:9c:da:c2,admin,london,"52.89214,-1.68867",CHG-071,97.52,17.87,normal,0.0,True
2025-06-10T02:46:31.388575,attacker_2547,spoofed_device,admin,foreign,"52.79992,0.09100",CHG-074,8.75,4.5,anomalous,0.9,False
2025-07-11T03:21:31.531500,attacker_10434,spoofed_device,fleet,foreign,"53.20491,-1.44195",CHG-027,3.12,7.82,anomalous,0.9,False
2025-05-26T21:38:31.123876,evuser_076,2a:70:9f:17:8b:14,fleet,birmingham,"52.97011,-0.90733",CHG-076,28.0,19.97,normal,0.0,True
2025-06-03T22:50:31.530401,attacker_10375,unknown_device,admin,foreign,"51.80691,-2.20740",CHG-087,14.6,2.75,anomalous,0.9,False
2025-06-23T08:47:30.885175,evuser_080,0f:a9:b6:01:bf:36,admin,birmingham,"52.09645,-1.14231",CHG-038,49.55,6.02,normal,0.2,True
2025-06-17T02:00:31.103725,evuser_023,0f:ea:51:a8:ba:6a,admin,birmingham,"53.26704,-1.64897",CHG-098,96.16,1.33,normal,0.0,True
2025-07-25T11:11:31.185540,evuser_048,27:d9:88:02:a1:9e,fleet,manchester,"52.78394,-1.08357",CHG-027,42.07,15.2,normal,0.0,True
2025-07-25T04:03:30.982345,evuser_014,36:b0:16:3a:f1:67,admin,manchester,"52.13302,-2.21468",CHG-052,56.82,28.22,normal,0.0,True
2025-07-20T21:24:31.317225,evuser_074,fb:4f:8b:7e:b0:76,fleet,manchester,"52.42597,-1.82970",CHG-075,67.81,22.86,normal,0.2,True
2025-06-13T20:01:31.105738,evuser_017,16:d8:04:bd:38:58,user,london,"53.15712,-1.11587",CHG-028,107.94,23.64,normal,0.0,True
2025-06-27T09:00:30.836766,evuser_027,15:26:cc:7a:40:b9,fleet,manchester,"53.08294,-1.77596",CHG-028,24.84,3.03,normal,0.0,True
2025-06-06T10:30:31.041907,evuser_079,8f:45:3f:af:d0:b4,user,manchester,"52.27128,-1.02509",CHG-053,9.55,37.59,normal,0.2,True
2025-06-13T12:55:31.356799,evuser_010,3f:cb:d0:3b:1e:49,user,manchester,"52.66351,-0.07236",CHG-035,27.62,47.65,normal,0.0,True
2025-06-06T07:32:30.816152,evuser_048,0f:7b:53:7b:c3:85,user,birmingham,"51.87258,0.10219",CHG-063,113.4,12.93,normal,0.0,True
2025-07-17T09:03:31.440875,attacker_6080,spoofed_device,fleet,foreign,"53.09845,-0.97723",CHG-009,17.81,4.16,anomalous,0.9,False
2025-07-13T04:20:30.918747,evuser_005,bf:0d:4e:d3:37:eb,admin,manchester,"51.57371,-1.34808",CHG-070,108.95,45.35,normal,0.2,True
2025-06-29T07:07:31.198566,evuser_051,d0:a6:a8:f3:2c:64,fleet,birmingham,"53.12350,-1.76140",CHG-069,55.19,31.76,normal,0.2,True
2025-06-28T15:54:31.545724,attacker_11484,unknown_device,fleet,foreign,"52.55573,-1.11607",CHG-050,9.0,9.87,anomalous,0.9,False
2025-06-02T14:06:31.531500,attacker_10436,spoofed_device,user,foreign,"53.02001,0.02525",CHG-042,18.79,1.93,anomalous,0.9,False
2025-06-24T11:29:31.190797,evuser_090,18:55:ad:62:15:53,fleet,birmingham,"53.13120,-1.60258",CHG-004,19.2,48.94,normal,0.0,True
2025-07-19T23:22:31.388050,attacker_2491,unknown_device,user,foreign,"52.26074,-0.96444",CHG-070,3.76,3.27,anomalous,0.9,False
2025-07-01T17:30:31.457594,attacker_6864,unknown_device,user,foreign,"52.97759,0.11567",CHG-039,4.95,8.97,anomalous,0.9,False
2025-07-10T02:47:30.880458,evuser_024,c8:7d:2f:3b:72:0e,admin,birmingham,"51.40416,-0.75315",CHG-039,28.82,49.13,normal,0.0,True
2025-05-26T22:05:31.364920,attacker_478,spoofed_device,fleet,foreign,"53.21185,-0.93368",CHG-054,13.95,5.91,anomalous,0.9,False
2025-07-20T00:48:30.809391,evuser_003,ed:6a:0b:3d:24:7f,admin,birmingham,"51.60327,-0.76686",CHG-076,97.97,35.55,normal,0.0,True
2025-05-25T20:52:31.415731,attacker_4636,unknown_device,user,foreign,"53.19423,-0.54701",CHG-042,4.68,1.1,anomalous,0.9,False
2025-06-23T06:24:31.170390,evuser_004,e8:a8:e0:af:ea:4f,fleet,london,"53.03048,-1.22394",CHG-000,117.43,9.95,normal,0.0,True
2025-07-12T01:00:31.472097,attacker_7584,unknown_device,user,foreign,"53.33900,-1.92445",CHG-078,9.85,2.36,anomalous,0.9,False
2025-07-24T13:18:31.550407,attacker_11847,unknown_device,user,foreign,"52.74251,-1.70805",CHG-078,17.18,9.98,anomalous,0.9,False
2025-06-16T21:28:31.161080,evuser_006,6f:f4:49:aa:1d:aa,admin,manchester,"51.69120,-0.39844",CHG-031,116.13,31.93,normal,0.0,True
2025-06-13T16:07:31.242692,evuser_058,db:69:f5:72:82:79,fleet,birmingham,"52.89665,-1.80502",CHG-084,5.47,47.84,normal,0.2,True
2025-07-31T16:34:31.027371,evuser_073,4f:85:e4:ce:b7:64,fleet,manchester,"52.89132,-1.78564",CHG-050,87.97,13.12,normal,0.0,True
2025-07-13T13:25:31.145929,evuser_049,7b:89:2d:1f:f3:3a,admin,manchester,"52.45100,-1.24459",CHG-043,64.8,35.0,normal,0.0,True
2025-07-01T21:52:31.390714,attacker_2757,unknown_device,admin,foreign,"52.96895,-1.16008",CHG-005,11.7,8.65,anomalous,0.9,False
2025-07-22T09:12:31.553050,attacker_12021,unknown_device,user,foreign,"52.07052,-1.15556",CHG-089,9.5,3.69,anomalous,0.9,False
2025-06-05T15:24:31.172506,evuser_041,73:52:3f:e0:ce:e9,admin,birmingham,"53.20404,-0.30224",CHG-053,51.29,22.51,normal,0.2,True
2025-06-24T03:37:30.913496,evuser_092,47:0b:d6:a9:e5:59,user,london,"51.59377,-1.12405",CHG-016,85.0,9.25,normal,0.0,True
2025-07-12T13:29:31.072766,evuser_012,44:31:5f:c5:f9:68,fleet,london,"52.96376,-1.25464",CHG-049,111.95,41.95,normal,0.0,True
2025-07-02T10:34:30.979801,evuser_074,69:5e:27:c0:49:43,admin,birmingham,"53.21582,-0.04531",CHG-097,63.36,11.26,normal,0.0,True
2025-07-11T23:11:31.534674,attacker_10677,spoofed_device,fleet,foreign,"53.01105,-1.12083",CHG-027,7.5,4.64,anomalous,0.9,False
2025-07-01T21:37:31.212745,evuser_074,6c:05:59:c6:8b:cf,user,manchester,"52.26106,-1.58044",CHG-080,85.39,3.48,normal,0.0,True
2025-06-08T05:04:31.473097,attacker_7611,spoofed_device,user,foreign,"52.50042,-0.46903",CHG-080,10.62,7.54,anomalous,0.9,False
2025-06-07T02:06:30.791854,evuser_048,df:c0:e6:f8:cc:6c,fleet,london,"53.20245,-1.32534",CHG-024,106.51,21.83,normal,0.0,True
2025-07-22T15:07:31.011329,evuser_050,c1:7f:1e:76:dd:27,fleet,birmingham,"52.45389,-1.33591",CHG-026,58.35,27.24,normal,0.0,True
2025-06-14T09:51:31.436875,attacker_5919,spoofed_device,admin,foreign,"52.72292,-2.13499",CHG-093,5.71,5.75,anomalous,0.9,False
2025-06-22T04:21:31.364920,attacker_464,spoofed_device,user,foreign,"51.55299,-0.55375",CHG-042,9.36,1.89,anomalous,0.9,False
2025-06-23T11:03:31.352985,evuser_081,78:86:56:6d:48:10,user,manchester,"52.46962,-1.84131",CHG-009,72.22,41.0,normal,0.0,True
2025-07-13T06:40:31.248064,evuser_028,c0:55:31:67:a3:74,admin,manchester,"52.79674,-1.64770",CHG-040,7.36,2.66,normal,0.0,True
2025-05-30T02:50:31.513713,attacker_9582,spoofed_device,admin,foreign,"52.97537,-1.22036",CHG-029,1.8,9.77,anomalous,0.9,False
2025-06-28T18:01:31.304626,evuser_048,20:27:ec:00:d0:f7,user,birmingham,"52.31874,-0.99635",CHG-003,69.12,18.42,normal,0.0,True
2025-07-26T22:00:31.170390,evuser_002,00:59:a5:d1:33:24,user,birmingham,"51.45276,-2.00531",CHG-047,31.2,26.02,normal,0.0,True
2025-07-10T02:26:31.545724,attacker_11472,unknown_device,user,foreign,"52.96433,-1.11416",CHG-008,6.2,1.57,anomalous,0.9,False
2025-07-07T13:41:30.960974,evuser_048,a7:62:1f:b3:38:b0,admin,manchester,"52.51351,-0.10005",CHG-051,34.2,34.86,normal,0.0,True
2025-06-28T10:37:31.484559,attacker_8069,unknown_device,user,foreign,"51.96222,-1.42453",CHG-082,11.19,6.36,anomalous,0.9,False
2025-06-02T23:47:31.427673,attacker_5427,spoofed_device,fleet,foreign,"53.33571,-1.73223",CHG-049,3.97,5.08,anomalous,0.9,False
2025-07-05T07:49:31.484559,attacker_8065,unknown_device,user,foreign,"52.98282,-0.29984",CHG-057,16.18,2.47,anomalous,0.9,False
2025-07-06T07:43:31.278496,evuser_077,15:98:ae:78:5b:78,admin,birmingham,"53.13713,-0.70064",CHG-072,93.4,47.2,normal,0.0,True
2025-07-27T08:03:30.766978,evuser_077,31:b4:2a:1b:f3:13,fleet,london,"52.67092,-1.22800",CHG-037,102.03,6.49,normal,0.0,True
2025-05-25T23:35:31.413319,attacker_4450,spoofed_device,fleet,foreign,"53.03272,-1.23229",CHG-080,10.86,6.86,anomalous,0.9,False
2025-08-01T17:35:31.457594,attacker_6855,spoofed_device,fleet,foreign,"52.45151,-1.49808",CHG-059,7.84,4.53,anomalous,0.9,False
2025-07-03T17:53:31.482553,attacker_7916,unknown_device,user,foreign,"53.07555,-0.86803",CHG-017,8.9,5.25,anomalous,0.9,False
2025-06-17T23:57:31.461595,attacker_7044,spoofed_device,fleet,foreign,"53.35253,-1.65771",CHG-052,16.5,2.65,anomalous,0.9,False
2025-07-02T00:43:31.541525,attacker_11137,unknown_device,user,foreign,"52.18927,-0.28666",CHG-048,8.01,5.3,anomalous,0.9,False
2025-06-26T00:01:31.397921,attacker_3357,spoofed_device,admin,foreign,"52.94554,-1.66163",CHG-005,11.45,7.52,anomalous,0.9,False
2025-06-30T13:39:31.405986,attacker_3831,unknown_device,user,foreign,"51.92724,-1.01486",CHG-046,8.28,8.56,anomalous,0.9,False
2025-06-24T15:06:30.787138,evuser_066,64:b2:a0:05:e1:72,fleet,london,"53.20424,-1.84927",CHG-034,21.44,17.77,normal,0.0,True
2025-07-24T14:14:31.250886,evuser_089,4f:e8:7b:42:16:2a,fleet,london,"53.14607,-0.98336",CHG-059,43.09,26.84,normal,0.0,True
2025-06-11T23:51:31.402848,attacker_3624,spoofed_device,user,foreign,"53.29030,-1.79602",CHG-014,18.54,2.42,anomalous,0.9,False
2025-07-31T03:40:31.495184,attacker_8594,unknown_device,admin,foreign,"52.37805,-0.78956",CHG-003,9.88,5.33,anomalous,0.9,False
2025-06-22T03:37:31.509944,attacker_9409,unknown_device,user,foreign,"53.10401,0.07240",CHG-088,7.84,2.26,anomalous,0.9,False
2025-06-19T18:09:31.528182,attacker_10246,spoofed_device,user,foreign,"52.14569,-0.90737",CHG-057,2.65,5.09,anomalous,0.9,False
2025-07-16T20:27:31.206928,evuser_078,3e:0c:6f:e7:4f:16,fleet,birmingham,"53.35290,-1.66277",CHG-060,37.65,26.63,normal,0.0,True
2025-06-10T01:50:31.238677,evuser_082,d9:7d:ef:ae:b0:a2,fleet,london,"53.29189,-0.98088",CHG-087,104.24,24.28,normal,0.0,True
2025-07-28T05:42:31.502919,attacker_9132,spoofed_device,fleet,foreign,"53.04295,-1.36734",CHG-040,1.56,6.17,anomalous,0.9,False
2025-07-20T18:49:31.149738,evuser_001,14:48:21:a7:c9:da,admin,london,"52.62424,-1.73948",CHG-075,78.69,18.27,normal,0.0,True
2025-06-25T23:26:31.084204,evuser_066,8a:ab:ea:a6:d4:24,user,manchester,"53.26779,-1.66792",CHG-030,7.82,6.97,normal,0.0,True
2025-05-24T19:05:31.010213,evuser_065,6f:84:32:78:8a:e7,fleet,birmingham,"52.42848,-1.59827",CHG-009,103.14,37.68,normal,0.0,True
2025-07-25T23:31:31.428677,attacker_5510,unknown_device,user,foreign,"53.06649,-1.36256",CHG-023,12.6,4.91,anomalous,0.9,False
2025-07-22T22:24:31.500264,attacker_8952,unknown_device,user,foreign,"53.20769,-0.15009",CHG-061,1.14,2.13,anomalous,0.9,False
2025-05-24T18:03:31.351438,evuser_060,ac:48:56:df:f3:2f,admin,london,"52.49985,-1.15878",CHG-008,42.06,5.36,normal,0.0,True
2025-06-18T19:54:31.365920,attacker_558,spoofed_device,admin,foreign,"53.04382,-0.69539",CHG-064,7.33,3.74,anomalous,0.9,False
2025-07-07T07:46:31.073886,evuser_011,7d:27:8c:2b:6a:10,admin,london,"51.96780,-1.58500",CHG-004,53.35,24.23,normal,0.2,True
2025-07-15T04:42:31.362906,attacker_291,unknown_device,admin,foreign,"51.91845,-0.75836",CHG-051,14.22,8.0,anomalous,0.9,False
2025-07-10T19:45:31.556191,attacker_12248,spoofed_device,fleet,foreign,"52.92960,-0.95538",CHG-012,9.46,1.72,anomalous,0.9,False
2025-07-26T00:52:30.773676,evuser_041,8a:8d:02:33:6e:11,fleet,birmingham,"53.26955,-0.92990",CHG-003,105.48,1.01,normal,0.2,True
2025-06-21T10:49:31.232427,evuser_051,fb:cf:25:b1:b3:45,fleet,london,"53.17035,-0.93118",CHG-070,59.7,30.44,normal,0.0,True
2025-07-07T13:30:31.378436,attacker_1684,unknown_device,user,foreign,"52.99611,-0.12974",CHG-021,5.66,5.52,anomalous,0.9,False
2025-06-25T01:50:31.392796,attacker_2904,spoofed_device,user,foreign,"51.47757,-2.12031",CHG-043,19.17,9.39,anomalous,0.9,False
2025-06-21T18:17:31.538871,attacker_10902,spoofed_device,user,foreign,"52.17283,-0.97060",CHG-092,10.18,9.61,anomalous,0.9,False
2025-07-31T17:13:31.440875,attacker_6084,unknown_device,user,foreign,"53.26474,-2.26075",CHG-075,7.12,6.97,anomalous,0.9,False
2025-06-07T14:06:31.534674,attacker_10681,unknown_device,fleet,foreign,"52.82308,-1.58031",CHG-021,7.7,4.63,anomalous,0.9,False
2025-06-23T01:58:31.359882,attacker_12,spoofed_device,user,foreign,"53.39313,-1.37100",CHG-076,11.25,5.37,anomalous,0.9,False
2025-06-01T02:21:31.399469,attacker_3495,spoofed_device,fleet,foreign,"53.07387,-1.68117",CHG-018,3.82,4.73,anomalous,0.9,False
2025-06-30T23:55:30.927827,evuser_084,02:9c:48:65:29:50,user,london,"51.94403,-1.39468",CHG-064,84.06,16.31,normal,0.2,True
2025-07-10T21:11:31.223421,evuser_065,22:ff:3f:14:dd:53,fleet,birmingham,"52.57040,-1.70718",CHG-065,16.16,41.82,normal,0.0,True
2025-07-15T18:38:31.382337,attacker_2059,unknown_device,admin,foreign,"53.44986,-1.20520",CHG-096,13.29,8.77,anomalous,0.9,False
2025-06-27T01:53:31.426158,attacker_5335,spoofed_device,fleet,foreign,"52.98636,-1.74615",CHG-003,15.73,9.68,anomalous,0.9,False
2025-06-15T10:04:31.359882,attacker_32,spoofed_device,admin,foreign,"53.24754,-0.44404",CHG-084,15.15,7.13,anomalous,0.9,False
2025-06-03T09:35:31.447875,attacker_6403,unknown_device,admin,foreign,"53.37803,-2.13794",CHG-019,11.32,9.13,anomalous,0.9,False
2025-07-02T07:15:31.537297,attacker_10826,spoofed_device,user,foreign,"51.90147,-1.46468",CHG-040,6.69,5.62,anomalous,0.9,False
2025-06-27T21:43:31.446875,attacker_6350,spoofed_device,fleet,foreign,"52.78343,-0.96265",CHG-088,17.73,5.53,anomalous,0.9,False
2025-07-06T06:09:31.364920,attacker_513,unknown_device,user,foreign,"51.48239,-0.48968",CHG-074,5.18,1.31,anomalous,0.9,False
2025-05-26T00:00:31.055077,evuser_002,5c:0e:96:8c:52:64,admin,manchester,"51.78349,-1.52845",CHG-003,42.57,18.48,normal,0.2,True
2025-07-23T01:38:31.331857,evuser_051,c9:8f:5d:90:8d:1a,user,manchester,"52.22247,-0.44226",CHG-044,62.49,47.97,normal,0.0,True
2025-06-27T10:01:31.075442,evuser_001,18:ce:db:8c:78:9d,fleet,birmingham,"53.26393,-1.69780",CHG-097,41.51,3.56,normal,0.0,True
2025-07-29T20:08:31.402323,attacker_3594,unknown_device,admin,foreign,"52.04707,-1.00348",CHG-077,13.58,2.77,anomalous,0.9,False
2025-07-17T04:56:31.086200,evuser_025,cd:21:2e:0a:1e:48,user,manchester,"52.84401,-0.46868",CHG-093,95.07,44.43,normal,0.0,True
2025-06-24T09:46:31.443875,attacker_6245,spoofed_device,admin,foreign,"52.38611,0.15222",CHG-077,15.83,9.91,anomalous,0.9,False
2025-07-27T22:39:31.257576,evuser_019,23:5e:ab:c5:9b:ad,user,london,"53.17194,-2.24551",CHG-008,26.04,39.75,normal,0.0,True
2025-07-18T23:18:31.389646,attacker_2633,spoofed_device,fleet,foreign,"53.18639,-1.56208",CHG-011,4.17,5.59,anomalous,0.9,False
2025-07-21T15:17:30.812410,evuser_001,32:9f:96:b1:6b:96,fleet,manchester,"52.44592,-1.22614",CHG-086,119.86,15.94,normal,0.2,True
2025-05-28T21:40:31.485560,attacker_8111,spoofed_device,user,foreign,"52.84133,-1.98595",CHG-067,18.99,9.56,anomalous,0.9,False
2025-06-19T04:40:31.264946,evuser_093,ca:f3:12:61:1d:7d,fleet,london,"53.07742,-1.46538",CHG-042,110.31,46.49,normal,0.0,True
2025-07-26T01:47:30.969627,evuser_064,53:bb:84:11:d8:a7,admin,manchester,"52.06760,-1.43010",CHG-021,58.26,27.47,normal,0.2,True
2025-06-14T17:41:31.285249,evuser_027,16:3c:5b:73:da:ad,user,london,"51.54842,0.13757",CHG-084,114.67,14.59,normal,0.0,True
2025-06-23T05:00:30.966538,evuser_098,f9:c4:df:a8:c5:8f,user,manchester,"53.24886,-0.82752",CHG-016,81.09,47.28,normal,0.0,True
2025-06-17T22:10:31.248590,evuser_015,0f:7e:22:6b:03:68,admin,manchester,"51.65902,-1.51618",CHG-032,43.81,46.9,normal,0.0,True
2025-06-09T12:33:31.379433,attacker_1745,unknown_device,admin,foreign,"52.98522,-1.76712",CHG-002,3.71,9.75,anomalous,0.9,False
2025-07-11T19:25:31.095995,evuser_089,f0:b6:2b:3b:d4:64,user,manchester,"53.34567,-1.65708",CHG-010,7.83,1.14,normal,0.2,True
2025-07-30T00:58:31.363914,attacker_416,unknown_device,admin,foreign,"51.70108,-1.96113",CHG-001,18.89,6.11,anomalous,0.9,False
2025-07-25T13:08:30.870881,evuser_065,e4:e8:fc:41:c2:9f,fleet,birmingham,"53.04791,-1.65067",CHG-076,82.25,7.71,normal,0.0,True
2025-07-24T12:30:31.101222,evuser_066,b3:b1:b3:81:87:b8,user,london,"52.52534,-1.31795",CHG-083,95.06,25.15,normal,0.0,True
2025-07-27T06:27:31.363914,attacker_387,spoofed_device,admin,foreign,"51.75427,-2.28829",CHG-018,11.72,2.87,anomalous,0.9,False
2025-07-27T01:22:30.806209,evuser_004,98:ce:8a:bb:31:46,fleet,london,"53.32949,-0.96601",CHG-031,17.29,18.68,normal,0.0,True
2025-07-31T14:00:31.373837,attacker_1265,unknown_device,fleet,foreign,"52.86855,-1.81610",CHG-010,9.88,3.97,anomalous,0.9,False
2025-07-28T02:23:31.370270,attacker_954,unknown_device,user,foreign,"53.32892,-0.92114",CHG-096,5.67,3.29,anomalous,0.9,False
2025-06-01T20:34:31.107276,evuser_022,65:a1:08:ec:59:fa,user,birmingham,"52.29983,-0.46580",CHG-045,81.11,2.84,normal,0.0,True
2025-06-19T03:07:30.777874,evuser_004,d5:ac:b9:84:6f:9e,user,birmingham,"51.91274,-0.82291",CHG-014,101.75,2.69,normal,0.0,True
2025-07-14T03:05:31.015117,evuser_088,a6:86:68:70:9d:eb,user,london,"52.75802,-0.44225",CHG-026,32.68,47.19,normal,0.2,True
2025-06-12T09:46:31.408607,attacker_4051,unknown_device,admin,foreign,"52.43307,-0.03533",CHG-026,1.39,8.11,anomalous,0.9,False
